id	gene.symbol	fpkm
ENSMUSG00000000001	Gnai3	22.0678
ENSMUSG00000000003	Pbsn	0
ENSMUSG00000000028	Cdc45	5.989
ENSMUSG00000000031	H19	0.0673797
ENSMUSG00000000037	Scml2	0.637392
ENSMUSG00000000049	Apoh	0
ENSMUSG00000000056	Narf	2.61406
ENSMUSG00000000058	Cav2	0.0525239
ENSMUSG00000000078	Klf6	5.36397
ENSMUSG00000000085	Scmh1	0.810378
ENSMUSG00000000088	Cox5a	22.2057
ENSMUSG00000000093	Tbx2	0.0439273
ENSMUSG00000000094	Tbx4	0.103755
ENSMUSG00000000103	Zfy2	0.0370838
ENSMUSG00000000120	Ngfr	1.48453
ENSMUSG00000000125	Wnt3	0.195766
ENSMUSG00000000126	Wnt9a	0.295687
ENSMUSG00000000127	Fer	1.72265
ENSMUSG00000000131	Xpo6	30.0938
ENSMUSG00000000134	Tcfe3	6.38001
ENSMUSG00000000142	Axin2	0.634414
ENSMUSG00000000148	Baat1	4.10201
ENSMUSG00000000149	Gna12	12.0226
ENSMUSG00000000154	Slc22a18	0.57206
ENSMUSG00000000157	Itgb2l	0.00296213
ENSMUSG00000000159	Igsf5	0.0688139
ENSMUSG00000000167	Pih1d2	0.416318
ENSMUSG00000000168	Dlat	12.4827
ENSMUSG00000000171	Sdhd	38.1582
ENSMUSG00000000182	Fgf23	0.0166719
ENSMUSG00000000183	Fgf6	0
ENSMUSG00000000184	Ccnd2	0.00632149
ENSMUSG00000000194	Gpr107	7.14734
ENSMUSG00000000197	Nalcn	0.0816148
ENSMUSG00000000202	Btbd17	0.0857417
ENSMUSG00000000204	Slfn4	0.0507119
ENSMUSG00000000214	Th	0.0121674
ENSMUSG00000000215	Ins2	0
ENSMUSG00000000216	Scnn1g	0.00138153
ENSMUSG00000000223	Drp2	0.0783849
ENSMUSG00000000244	Tspan32	0.220445
ENSMUSG00000000247	Lhx2	0.0110491
ENSMUSG00000000248	Clec2g	0.0776377
ENSMUSG00000000253	Gmpr	1.43558
ENSMUSG00000000263	Glra1	0.00240674
ENSMUSG00000000266	Mid2	0.0589864
